98276,50002
98276,51225
98242,51225
98242,52421
97687,52421
97687,53668
98135,53668
98135,54812
97299,54812
97299,56013
97196,56013
97196,57344
97921,57344
97921,58432
97033,58432
97033,59616
96778,59616
96778,60894
96936,60894
96936,62143
96889,62143
96889,63284
96416,63284
96416,64346
95715,64346
95715,65618
95686,65618
95686,66689
95053,66689
95053,67643
94162,67643
94162,68797
93796,68797
93796,70063
93660,70063
93660,71270
93357,71270
93357,72033
92174,72033
92174,73083
91583,73083
91583,74215
91130,74215
91130,75577
91030,75577
91030,76440
90113,76440
90113,77509
89519,77509
89519,78273
88499,78273
88499,79550
88171,79550
88171,80152
86974,80152
86974,81401
86573,81401
86573,82136
85566,82136
85566,83327
85056,83327
85056,83757
83753,83757
83753,85081
83343,85081
83343,85539
82105,85539
82105,86455
81292,86455
81292,87379
80475,87379
80475,87891
79326,87891
79326,88600
78341,88600
78341,89123
77227,89123
77227,90380
76609,90380
76609,90578
75289,90578
75289,91160
74226,91160
74226,91917
73263,91917
73263,92674
72288,92674
72288,93381
71276,93381
71276,93851
70145,93851
70145,94141
68939,94141
68939,94961
67956,94961
67956,94907
66628,94907
66628,95213
65451,95213
65451,95393
64239,95393
64239,96128
63196,96128
63196,96560
62052,96560
62052,96473
60781,96473
60781,97404
59738,97404
59738,97675
58542,97675
58542,97057
57206,97057
57206,97386
56032,97386
56032,97822
54860,97822
54860,97578
53620,97578
53620,98435
52453,98435
52453,98269
51220,98269
51220,97953
49997,97953
49997,98005
48780,98005
48780,98082
47558,98082
47558,97536
46377,97536
46377,97299
45187,97299
45187,97607
43933,97607
43933,97332
42746,97332
42746,97450
41492,97450
41492,96567
40427,96567
40427,96957
39100,96957
39100,96026
38080,96026
38080,96608
36660,96608
36660,95593
35692,95593
35692,95269
34523,95269
34523,95283
33225,95283
33225,94919
32054,94919
32054,94029
31102,94029
31102,93176
30158,93176
30158,93462
28677,93462
28677,92519
27786,92519
27786,91750
26823,91750
26823,91572
25524,91572
25524,90609
24684,90609
24684,90145
23538,90145
23538,89160
22739,89160
22739,88957
21389,88957
21389,88123
20486,88123
20486,86982
19841,86982
19841,86332
18805,86332
18805,85278
18123,85278
